ID_ENTREGA_CIDADE_REGIAO;ID_ENTREGA_CIDADE;BT_ATIVO;DT_CADASTRO;TX_NOME
E4E61166-ACFB-4E7C-9525-A2FCA003FC45;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:03.103;Jardim Abaporu
EB84DE92-7B83-4A57-98D0-26E46123C0E7;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:02.183;Jardim Alphaville
D7BE0DE1-141E-4096-9D59-063B0255D62E;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:01.627;Jardim América
96CB2516-DFA6-446A-90C2-E11CA5822563;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:01.653;Jardim Ana Lúcia
3096BAC4-1035-44D9-8D46-72065BA86E3B;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:02.167;Jardim Aritana
C7A0600A-95AC-47F1-A23F-88AF8577429E;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:01.703;Jardim Atlântico
F0F380B4-8D21-4482-A58E-0E17B9D2A099;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:02.947;Jardim Balneário Meia Ponte
6ADE49E9-24D5-4ABD-8472-906386A989D7;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:03.130;Jardim Bela Vista
7510B804-EC7D-48A6-89CE-7D6AAC4BDBE0;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:02.960;Jardim Belvedere
9842A2FA-CA46-4E2D-BB41-449CC4DA3D12;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:03.017;Jardim Bom Jesus
FF7FB029-8A0D-474B-8FCB-BB2D5EE6BC35;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:02.400;Jardim Bonanza
C2BB7EF9-0E95-4324-8996-C5105F66DE74;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:02.137;Jardim Botânico
E35D3884-B989-4291-8775-5C8464446328;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:03.043;Jardim Brasil
05526812-9962-4B09-A1D5-76FEE2F5C762;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:03.043;Jardim Califórnia
DFAD32CF-6D21-4C05-B38F-52D3E995E59C;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:03.037;Jardim Califórnia Parque Industrial
D56D7E86-3B8F-4BB2-985E-D9443811D637;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:01.737;Jardim Caravelas
639F4D39-A92C-4645-8B46-71EDFA8C40A2;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:02.383;Jardim Clarissa
2330A7A7-AFD3-4079-8C14-6FF9CA9190B5;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:02.527;Jardim Colorado
CB27B768-7E09-4CF7-9328-BD0E71366666;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:02.547;Jardim Colorado Extensão
147CC252-1C79-4E2F-8339-F8BB8AA6FA77;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:02.553;Jardim Colorado I
5E86AF8A-54B8-4C03-90B2-A92B3FBEDC8E;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:02.557;Jardim Colorado II
1B9BAB41-B2CD-4762-8CBB-76EAF7B0B102;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:02.547;Jardim Colorado Sul
4CD07FFF-AB41-467B-980F-0977C3E336DC;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:03.073;Jardim Conquista
72B6BD59-EDE5-4BE8-B622-B3BCFB632327;0AA91E1E-042A-E711-80BB-001EC9E44883;1;2017-09-13 10:49:02.163;Jardim Corte Real
